Strain	Stress
0.053089312	21917.07218
0.053109136	21964.98053
0.053140061	21891.56254
0.053148783	22218.83254
0.053190016	22048.35349
0.053224113	22004.80045
0.053232042	22165.9467
0.053239179	22019.73292
0.053262174	22395.53344
0.053314509	22047.10912
0.05333354	22029.6879
0.053343055	21968.09146
0.053358121	22223.81003
0.053408869	22226.92096
0.053425521	22142.30362
0.053436623	22300.33894
0.053442966	22097.50621
0.053444552	22358.82445
0.053497679	22146.03674
0.053523847	22148.52548
0.053537327	22176.52387
0.053544463	22312.16048
0.053599176	22571.61217
0.053619793	22187.72322
0.05362693	22369.40162
0.053646753	22210.12193
0.05368085	22633.8308
0.053749043	22307.80518
0.05376173	22277.94024
0.053816444	22350.73603
0.053842611	22511.2601
0.053908425	22721.55906
0.053963139	22370.02381
0.053977412	22541.74722
0.054019438	22381.22316
0.054067808	22546.10253
0.054147895	22436.59774
0.054186749	22429.75369
0.054198644	22365.04632
0.054204194	22355.71352
0.054234326	22519.34852
0.054278731	22370.02381
0.054301727	22324.60421
0.054305691	22431.62025
0.054325515	22447.17491
0.054384193	22731.51404
0.054451593	22393.66688
0.054469038	22431.62025
0.054494413	22452.1524
0.054519787	22610.18772
0.054560227	22715.3372
0.054583223	22509.39354
0.054603046	22580.32278
0.054620491	22697.2938
0.054643486	22868.39503
0.054672032	22571.61217
0.054678376	22562.27937
0.054689477	22634.45298
0.054721195	22740.22465
0.054756877	22659.96262
0.054770358	22606.4546
0.054771944	22767.60085
0.054782252	22722.80344
0.054809212	23039.49626
0.054844102	22736.49154
0.054855203	22686.71663
0.054853617	22752.66838
0.054890885	22909.45932
0.054924982	22890.79374
0.05494877	22840.39664
0.054965422	22924.3918
0.054972559	22908.83714
0.054996347	23152.11198
0.055016171	22850.35163
0.055035202	22864.03972
0.055049474	22961.10079
0.055067713	23074.96088
0.055100223	23213.70842
0.055110532	22934.34678
0.05511291	23032.03002
0.055131941	23015.85318
0.055170003	23327.56852
0.055243746	23073.71651
0.055264363	23005.8982
0.055277843	23197.53158
0.055326213	23402.23087
0.055363481	23140.29044
0.055381719	23089.27116
0.055395199	23219.3081
0.055404715	23213.08624
0.055440397	23412.80804
0.055488767	23137.17951
0.055486388	23074.33869
0.05550859	23226.15215
0.055541101	23274.06049
0.055583127	23289.61515
0.055607709	23185.71004
0.055616431	23362.41095
0.055636255	23368.01062
0.055673523	23487.47039
0.055710791	23279.66017
0.055724272	23239.84025
0.055739338	23394.14245
0.055794844	23465.07169
0.055828148	23534.13436
0.055864623	23343.74536
0.055863037	23571.46554
0.055900306	23488.71476
0.055931231	23652.34976
0.055984358	23428.98488
0.056039864	23369.255
0.056062067	23633.06199
0.056101714	23542.84497
0.056173872	23677.23721
0.056194488	23420.89646
0.056208762	23366.14406
0.056210348	23567.11024
0.056250788	23550.31121
0.056256338	23598.84174
0.056268233	23398.49775
0.056272197	23355.5669
0.056277748	23519.82408
0.056310259	23490.58132
0.056327704	23478.75978
0.056341976	23431.47363
0.056365765	23609.41891
0.056419685	23805.40759
0.056449024	23661.06037
0.056456161	23558.39963
0.056491843	23857.04905
0.056524354	23815.36257
0.056572724	24006.37376
0.056625851	23726.38993
0.056639331	23860.15998
0.056662327	23863.27092
0.056698802	23788.60856
0.056728141	23847.09407
0.056733692	23741.3224
0.056740036	23972.7757
0.056767788	23923.62298
0.056802678	23959.0876
0.056828845	23756.25487
0.056837568	23731.98961
0.056851841	24035.61652
0.056899418	23894.38023
0.056950959	24065.48146
0.056955717	23811.62945
0.056970783	24116.50074
0.056997743	24008.24032
0.057023117	24072.32551
0.057115099	23990.19692
0.057199151	23871.35934
0.057257036	24203.60682
0.057306992	24015.70656
0.057326816	24137.03288
0.057336331	23946.02169
0.057342674	23855.80468
0.057356154	24026.90591
0.057361705	24011.97344
0.057375185	23871.98152
0.057383115	23881.9365
0.057382322	23774.92046
0.057394216	24092.85766
0.057417211	23940.42202
0.057423555	24122.10042
0.057449722	23924.24517
0.057440999	23995.17441
0.057457652	24105.92357
0.057492541	24117.74511
0.057519502	24078.54737
0.057527431	24407.06174
0.057553598	24323.68877
0.057568664	24197.38496
0.057590866	24232.22739
0.057598796	24194.89621
0.057628928	24440.03761
0.057658267	24369.73056
0.057685227	24584.38483
0.057702672	24268.93638
0.057722495	24477.36879
0.057731218	24399.5955
0.05774787	24639.13722
0.057785138	24376.57461
0.057797033	24354.79809
0.057834301	24644.11472
0.057944521	24468.65818
0.057984961	24751.13076
0.058007956	24426.34951
0.058037295	24870.59053
0.058101524	24629.18224
0.058210157	24748.01983
0.058246633	24614.87196
0.058250597	24477.99098
0.058265663	24657.18063
0.058302139	24557.63082
0.058301346	24648.47002
0.058316412	24465.54725
0.05832117	24481.10191
0.058343372	24591.22888
0.058370332	24489.19033
0.058377469	24616.11633
0.058391742	24450.61478
0.058408394	24631.67099
0.058443283	24520.29964
0.058457556	24749.88639
0.058484517	24649.71439
0.058502754	24994.4056
0.058551124	24756.10825
0.058569362	24697.00055
0.058590771	24752.99732
0.058594736	24729.35424
0.058622489	25094.57759
0.058662137	24808.99408
0.058685132	25028.00366
0.058702577	24712.55521
0.058699405	25001.87184
0.058806453	24902.94422
0.058834206	24832.63716
0.058854822	24959.56317
0.058865131	24812.7272
0.058905571	25299.89907
0.058937289	24907.29952
0.058966628	25135.64189
0.059027684	24901.69984
0.059075261	24999.38309
0.059126803	25206.57113
0.059159314	24908.54389
0.059175965	25131.90877
0.059194203	24948.986
0.059217198	25327.89746
0.059263189	24988.80592
0.059275084	25018.67086
0.059292529	24998.7609
0.059313145	25074.04544
0.059328211	25352.16272
0.059354378	25040.44738
0.059374995	25268.16757
0.059378167	24975.11782
0.059387682	25241.41356
0.059417021	25113.86537
0.059443981	25094.57759
0.059451911	25237.05826
0.059459047	25140.61938
0.059479664	25522.01958
0.05951376	25153.0631
0.059518518	25390.73827
0.059523276	25160.52934
0.059531205	25484.6884
0.059608121	25345.31867
0.059638253	25276.25599
0.059648561	25275.01162
0.059657284	25460.42314
0.059700103	25559.97294
0.05973975	25339.71899
0.059759574	25642.72372
0.059776226	25319.80903
0.059800807	25861.11111
0.059874551	25404.42637
0.059888824	25673.21085
0.059911027	25462.91188
0.059945123	25615.34752
0.059983977	25716.1417
0.059999836	25492.15464
0.06001411	25716.1417
0.060037105	25455.44564
0.060083888	25856.13362
0.060146531	25513.93116
0.060200452	25490.91026
0.060208381	25533.21893
0.060213932	25701.20923
0.060228997	25935.15128
0.060273403	25560.59513
0.060311464	25829.37961
0.060306707	25617.83627
0.060354283	26082.60943
0.060408204	25629.65781
0.060426441	25640.85716
0.060433578	25817.55807
0.060444679	25777.11596
0.060458952	26046.52262
0.060510493	25681.29927
0.060522388	25830.62398
0.06054459	25775.2494
0.060566793	25993.63679
0.060580273	25699.34267
0.060594546	25952.5725
0.060615162	25933.9069
0.060635779	26121.80717
0.060659567	25815.69151
0.060661946	25917.10788
0.060692078	25830.62398
0.060711109	26054.61105
0.060755514	26116.20749
0.060793575	25909.01946
0.060821328	25979.3265
0.060848288	26109.36344
0.06090538	26390.59165
0.060945821	25965.63841
0.060962473	26234.42289
0.061021151	26061.4551
0.061055247	26213.89074
0.061128991	26079.4985
0.061165467	26057.09979
0.061176568	25996.12554
0.061197185	26113.09656
0.061222559	26118.07405
0.061252691	26015.41331
0.06128758	25991.77023
0.061298682	26161.0049
0.061344673	26233.17851
0.061391456	26190.24766
0.061412073	26070.78789
0.061421588	26246.86661
0.061465201	26161.0049
0.061503262	26300.37463
0.061577006	26337.08362
0.061608724	26167.22677
0.061617446	26343.30549
0.061633305	26362.59326
0.061668987	26347.0386
0.061689604	26201.44701
0.061702291	26291.04184
0.061735595	26291.66402
0.061757005	26348.28298
0.061791894	26327.12864
0.061817268	26208.91325
0.061850572	26356.99359
0.061904492	26416.72347
0.06193066	26358.86014
0.061986166	26234.42289
0.061990131	26250.59973
0.062006782	26335.83925
0.062040086	26503.20736
0.062071804	26425.43408
0.062085284	26288.5531
0.062092421	26263.04346
0.062096385	26384.99197
0.062123346	26483.2974
0.062152684	26542.4051
0.062166165	26342.6833
0.062179645	26297.2637
0.062201847	26490.14145
0.062233565	26653.15426
0.062252596	26432.27813
0.062275591	26613.33434
0.062294622	26673.06422
0.062316825	26686.75232
0.062356472	26823.63331
0.062364401	26556.0932
0.062388189	26803.72335
0.06242863	26773.23622
0.062445282	26797.50148
0.062466691	26643.82147
0.062481757	26615.82308
0.062486515	26778.8359
0.062512682	26887.7185
0.062547572	26922.56093
0.06257136	26676.17516
0.06258484	26892.69599
0.062630038	26841.05452
0.062668892	26877.14133
0.062697439	26802.47898
0.06270854	26755.815
0.062725984	27061.93066
0.062781491	26976.06895
0.062814794	27026.46604
0.062847306	26826.12205
0.062858407	26732.79411
0.062871886	27035.79884
0.062909155	26928.78279
0.062945631	27014.02232
0.062962282	26842.2989
0.062965454	27045.13163
0.062990036	26995.97891
0.063024132	26897.67348
0.063040784	26990.37924
0.063047921	26827.98861
0.063062193	27174.54638
0.063110563	27050.10912
0.063147832	27226.18784
0.063155761	26915.71688
0.063175585	27214.98849
0.063215232	27144.05925
0.063254879	27093.66216
0.063305628	27134.72646
0.063361927	27042.64288
0.063417434	27287.78428
0.063506243	27260.40809
0.063529239	27338.18138
0.063541133	27134.72646
0.063554613	27048.86475
0.063564129	27373.02381
0.063658489	27221.83254
0.06364263	27093.03997
0.063641837	27008.42264
0.063647388	26999.71203
0.063732233	27216.85505
0.063740955	27371.77944
0.063773466	27104.86151
0.063770294	27399.15563
0.063814699	27396.66688
0.063856726	27282.18461
0.063869413	27473.81799
0.063890822	27221.83254
0.063920161	27579.58966
0.063947915	27469.46268
0.063966945	27535.41443
0.063970117	27343.15886
0.063979632	27273.474
0.064063684	27661.71825
0.064126327	27492.48358
0.064124741	27383.60097
0.064139015	27309.5608
0.064149323	27706.51566
0.064176283	27504.9273
0.064198485	27447.06398
0.064208001	27439.59774
0.064230996	27417.19903
0.064234168	27834.06385
0.064261921	27573.36779
0.064280952	27760.02368
0.064294432	27461.37426
0.064302361	27753.80182
0.064350731	27684.11696
0.064377691	27537.28099
0.064408616	27781.8002
0.064423682	27517.99321
0.064445884	27845.88539
0.064515664	27730.15874
0.064523593	27890.06062
0.064553725	27648.03015
0.064552932	27655.49638
0.064590993	27847.75195
0.064621126	27699.04942
0.064648878	27829.70855
0.064655222	27660.47388
0.064670288	28076.09432
0.064725002	27793.62174
0.064776543	27743.22465
0.06478923	27709.62659
0.064817776	27738.24716
0.064884383	27936.1024
0.06492641	27805.44328
0.064947026	28086.0493
0.064973986	27761.89024
0.06499381	28073.60558
0.065051695	27956.63455
0.06510403	27861.44005
0.065107994	27996.45448
0.065108787	27794.86612
0.065142091	28188.08785
0.065203941	27909.34839
0.065224557	27825.35324
0.065234073	27855.21818
0.065257861	27820.99794
0.065283235	28183.11036
0.065309403	27901.25997
0.065315746	27952.27925
0.065319711	27824.10887
0.065329226	28089.78242
0.065367287	28006.40946
0.065381561	27979.03326
0.065399006	28073.60558
0.065410107	27911.21495
0.065433895	28372.87718
0.065473542	27990.23261
0.065485437	28032.54128
0.065494952	27928.63617
0.065506053	28102.84833
0.065564731	28290.74859
0.065584555	28103.47052
0.065600414	28307.54762
0.06561548	28091.02679
0.065631339	28555.17777
0.065675744	28216.08624
0.065681294	28263.3724
0.065703497	28210.48656
0.065721735	28273.32738
0.065764554	28616.77421
0.06578517	28300.70357
0.065791514	28498.55882
0.065820853	28207.99782
0.065845434	28653.4832
0.065885874	28349.2341
0.065919178	28331.81289
0.065944552	28344.8788
0.065968341	28484.24853
0.066012746	28541.48967
0.066040499	28384.69872
0.066057944	28632.95106
0.06606508	28317.5026
0.066081732	28568.86587
0.066116622	28480.51541
0.066141996	28438.20674
0.066147547	28444.42861
0.066164991	28523.44627
0.066193537	28850.71626
0.066230013	28471.18262
0.0662427	28756.76613
0.066268867	28470.56043
0.066294242	28671.5266
0.066339439	28560.15526
0.066348162	28575.08773
0.066361642	28599.97518
0.066383844	28728.76774
0.066413976	28994.44129
0.066456003	28619.26296
0.066457588	28771.07641
0.066505958	28588.15364
0.066524989	29041.72745
0.06658446	28736.85616
0.06660349	28693.30312
0.066637587	28873.11496
0.066656618	28777.92046
0.066706573	29197.89621
0.06674067	28733.12305
0.066762079	28945.28858
0.066796176	28725.03463
0.066830273	28923.51206
0.066863577	29027.41716
0.066895294	28787.25326
0.066915911	28967.68728
0.066922255	28785.3867
0.066938114	28998.17441
0.066974589	28810.27415
0.06698014	28833.29504
0.066990448	28931.60048
0.067003928	29028.03935
0.067018994	29212.2065
0.067052298	28871.2484
0.067068157	29164.29815
0.067085602	28959.59886
0.067118906	29429.9717
0.067168068	28983.86412
0.067168068	28991.33036
0.067198993	29069.10365
0.067201372	29212.82868
0.067261636	29436.81575
0.067286217	29064.74834
0.067351239	29257.6261
0.067373441	29157.4541
0.067420225	29288.73541
0.067486039	29080.92519
0.06751855	29123.85604
0.067529651	29291.22416
0.067551854	29310.51193
0.06757247	29364.64214
0.067592294	29131.32228
0.067602603	29087.76924
0.067616875	29106.43482
0.067639078	29317.97816
0.06767476	29190.42998
0.067685069	29214.69524
0.067703307	29232.73864
0.067731853	29427.48295
0.067760398	29409.43955
0.067780222	29332.91064
0.067800046	29466.0585
0.067814319	29533.25462
0.067845244	29758.48606
0.067895199	29405.70643
0.067902336	29415.66142
0.067921367	29429.9717
0.067936433	29637.15974
0.068014934	29493.4347
0.068047445	29445.52636
0.068049031	29665.15812
0.068077577	29630.93787
0.06811881	29869.23522
0.068164008	29566.85268
0.068170352	29477.88004
0.068193347	29632.80443
0.068224272	29744.17578
0.068248853	29698.75618
0.068271849	29559.38645
0.068283743	29731.10986
0.068298809	29711.1999
0.068344007	29780.88477
0.068378896	29625.3382
0.068393169	29601.69512
0.068409822	29690.66776
0.068418544	29842.48121
0.068466914	29893.50049
0.068486737	29680.71278
0.068515283	29894.74486
0.068560481	29820.70469
0.068610437	30110.02132
0.068656428	29807.01659
0.068674665	29726.75456
0.068695282	29901.58891
0.068737308	30009.22714
0.068779334	30045.93613
0.068831669	29846.83652
0.068853871	30000.51653
0.068906206	29961.94098
0.068947439	29956.96349
0.068986293	29955.09693
0.069021976	29797.6838
0.069051315	29972.51815
0.069092548	29966.29628
0.069130609	29929.58729
0.069165499	29859.28024
0.069178979	29814.48283
0.06919008	30011.0937
0.069210697	30022.91524
0.069247172	30115.621
0.069261445	29866.74648
0.069275719	29833.14842
0.069284441	30043.44738
0.069301092	29978.74001
0.06931933	30113.13225
0.069335189	29889.76737
0.069336775	30026.64836
0.069362149	30060.24642
0.069388317	30057.75767
0.069401797	30060.24642
0.069403383	29945.76414
0.069421621	30251.8798
0.06944858	30244.41356
0.069505673	30371.96175
0.069520739	30112.51006
0.069538183	30339.60806
0.06956673	30340.23025
0.069588139	30480.22216
0.069628579	30222.01485
0.069653161	30179.084
0.069692015	30415.51479
0.069711046	30432.31382
0.069775274	30565.46169
0.069805406	30256.85728
0.069831573	30356.40709
0.069875185	30463.42314
0.069909282	30361.38458
0.069928313	30408.67074
0.069941	30191.52772
0.069980647	30558.61764
0.070022673	30414.8926
0.070045669	30451.6016
0.070079766	30338.36369
0.070088488	30264.32352
0.07010514	30600.92631
0.07014558	30452.84597
0.070164611	30661.27838
0.070192364	30378.8058
0.070192364	30316.58717
0.070215359	30650.70121
0.070237562	30451.6016
0.070271658	30432.31382
0.07027483	30418.62572
0.070291482	30746.5179
0.0703232	30601.54849
0.070351746	30736.56292
0.070379499	30512.57585
0.070389015	30670.61117
0.070415182	30694.25425
0.07046593	30637.6353
0.070501613	30737.1851
0.070538088	30554.88452
0.07056822	30944.37314
0.070645929	30744.65134
0.070683197	30651.3234
0.070718087	30656.92307
0.070727603	30577.28323
0.070733946	30941.26221
0.070790245	30770.78316
0.070819584	30700.47611
0.070827514	30600.92631
0.070830685	30556.75108
0.070844958	30858.51143
0.070852888	30671.23336
0.070861611	30813.09183
0.070881434	30618.34752
0.070894121	30643.23498
0.070926632	30781.98252
0.070940905	30699.85393
0.070965486	30687.4102
0.070979759	30687.4102
0.07099086	31109.8747
0.071020199	30854.15613
0.071043988	31175.20426
0.07107412	30803.75904
0.071081256	30957.43905
0.071122489	31037.70108
0.071152622	31126.05154
0.071189097	31071.29914
0.071206542	30938.77346
0.071226365	31422.8344
0.071283458	31127.29591
0.071308832	31354.39391
0.07132707	31077.52101
0.071338171	31312.70743
0.071384162	31215.64637
0.071414293	31099.29753
0.071420637	31184.53705
0.071449183	31094.94222
0.071475351	31522.38421
0.071498346	31254.8441
0.071526892	31496.87457
0.071554645	31115.47437
0.071566539	31315.81836
0.071606186	31353.77172
0.071649006	31249.86661
0.07168231	31439.63343
0.071691825	31220.62386
0.071713234	31720.86164
0.07175526	31331.37302
0.071772705	31611.97904
0.07181156	31341.95018
0.071818696	31325.77334
0.071839313	31673.57548
0.071895612	31331.9952
0.071909885	31609.49029
0.071943188	31297.15277
0.071960634	31632.51118
0.072073232	31434.65594
0.072105743	31366.21545
0.072127152	31424.07878
0.072158077	31382.39229
0.072179486	31807.34553
0.072224684	31516.78453
0.072231821	31562.20413
0.07223975	31362.48233
0.072248473	31460.16558
0.072267504	31574.64786
0.072296843	31368.7042
0.072311909	31582.73628
0.072335697	31344.43893
0.072353142	31699.08512
0.072401512	31485.67522
0.072433229	31496.25238
0.072434815	31557.84883
0.072461775	31516.16235
0.072488736	31996.49017
0.072525211	31570.29256
0.072536312	31837.21048
0.072556136	31567.80381
0.072574374	31774.36966
0.072606091	31827.87768
0.072622743	31639.35523
0.072639395	31850.27639
0.072667148	31616.33434
0.072682214	32044.39851
0.072720276	31668.59799
0.072737721	32005.82296
0.072763888	31697.21856
0.072774196	31936.76028
0.072842389	31903.16222
0.072864592	31842.18796
0.072880451	32076.13001
0.072906618	31755.70407
0.072925649	32263.40809
0.072970054	31844.05452
0.072994635	31864.58667
0.073024767	31909.38408
0.073040626	32252.20873
0.073075516	31867.6976
0.073090581	31921.20562
0.073117542	31891.96287
0.073123092	32070.53034
0.073161947	32354.24729
0.073190492	31980.31332
0.073197629	32224.83254
0.073226175	31974.09146
0.073239655	32506.68293
0.073308642	32097.90653
0.073317364	32057.46442
0.073336394	32131.50459
0.073358597	32206.78914
0.073400623	32246.60906
0.073440271	32176.92419
0.073446614	32407.13312
0.073464852	32153.9033
0.073502914	32526.59289
0.073575864	32247.85343
0.073602032	32244.12031
0.073609961	32179.41294
0.073632163	32425.79871
0.073670225	32522.85977
0.073718594	32255.94185
0.07374159	32312.5608
0.073759828	32150.17018
0.073788374	32436.99806
0.073818506	32576.36779
0.073840709	32285.18461
0.073859739	32486.15078
0.073877184	32351.13636
0.073891457	32546.50285
0.073935862	32274.60744
0.073952514	32301.36145
0.073974716	32467.48519
0.073992954	32520.99321
0.074027051	32603.74399
0.074057182	32417.71029
0.07408335	32391.57846
0.074103173	32606.85492
0.074146785	32783.55583
0.074188812	32468.72956
0.074210221	32738.75842
0.074242732	32523.48196
0.07428793	32681.51728
0.074348987	32442.59774
0.074366432	32504.19418
0.074384669	32586.32278
0.074398149	32746.84684
0.074458413	32921.68119
0.074490924	32576.36779
0.074493303	32540.90318
0.074507576	32664.71825
0.074544051	32766.7568
0.074588456	32740.62498
0.074591628	32593.16682
0.074609073	32721.95939
0.074632068	32623.65395
0.07464317	32797.86612
0.074692332	32787.91114
0.074711363	32603.1218
0.07471057	32798.4883
0.074731979	32807.8211
0.074768455	32907.99309
0.074806517	32655.38545
0.074817618	32659.11857
0.074831098	32713.24878
0.074853301	32924.16993
0.074873124	32934.7471
0.074892948	32753.0687
0.074888983	32973.32265
0.074920701	32931.63617
0.074937353	32947.81301
0.074972242	32947.19082
0.074978586	32804.08798
0.074988101	32886.83876
0.075015061	33116.4255
0.075045193	33186.11036
0.07507136	32932.25836
0.075081669	33206.64251
0.075105457	33082.20525
0.075153827	33173.04445
0.07519506	33041.76314
0.075210919	33319.25823
0.07524343	33186.73255
0.075273562	33236.50745
0.075317967	33146.91263
0.075340962	33093.4046
0.075355235	33187.35474
0.075401226	33353.47848
0.075437702	33459.25015
0.075455146	33187.35474
0.075463869	33128.86922
0.075482107	33298.72608
0.07551541	33321.74698
0.075539198	33210.99782
0.075551093	33201.04284
0.075567745	33389.56528
0.075607392	33352.2341
0.075646246	33511.5138
0.075664484	33275.70519
0.075690651	33541.37874
0.075718405	33479.7823
0.075750915	33461.1167
0.075784219	33405.74212
0.075810386	33398.89808
0.075831003	33550.71153
0.075865892	33555.68902
0.075890474	33721.19058
0.075937257	33425.0299
0.075948359	33375.87718
0.075960253	33521.46878
0.075997522	33627.86263
0.076024481	33668.30474
0.076041134	33433.74051
0.076062543	33487.24853
0.076091089	33616.04109
0.076106155	33541.37874
0.076144217	33477.91574
0.076160868	33444.93986
0.076191793	33724.9237
0.076217167	33632.21794
0.076245714	33579.95429
0.076265537	33591.15364
0.076273467	33888.55869
0.076297255	33779.67609
0.076325801	33941.44452
0.076354347	33605.46393
0.076367827	33899.75804
0.076384479	33826.34006
0.076447915	33779.67609
0.076488355	33796.47512
0.076506593	33707.50248
0.07653276	34085.79175
0.07656765	33966.33198
0.076599367	34102.59078
0.076632671	33824.4735
0.076636636	33744.21147
0.076673905	33919.04582
0.076729411	33971.93166
0.076801569	34098.23547
0.076816635	33807.67447
0.076828529	34179.74188
0.076870555	34023.57312
0.076910995	34044.72745
0.076945092	33848.73877
0.076967294	33836.91723
0.076995047	34141.16633
0.077033109	34083.92519
0.07705769	34210.85119
0.077089408	33893.53618
0.077094959	34251.2933
0.077125883	34105.07952
0.077156016	34008.01846
0.077172667	34154.23224
0.077197249	33938.3336
0.077204385	34264.9814
0.077242447	34171.65346
0.077274957	34136.81102
0.077294781	34001.17441
0.077304296	33976.90914
0.077343151	34200.27402
0.077382005	34179.11969
0.077405793	34364.53121
0.077428789	34100.10203
0.077442269	34507.01187
0.077476366	34303.55695
0.077508876	34281.15824
0.077527114	34143.03288
0.077533458	34149.87694
0.077580242	34556.78677
0.077618303	34288.62448
0.077626233	34446.6598
0.07764447	34159.83192
0.077660329	34577.9411
0.077707906	34404.97332
0.07774121	34267.47014
0.077754689	34385.06336
0.077766584	34256.89298
0.077787201	34489.59065
0.077837949	34487.72409
0.077855394	34617.76103
0.077878389	34373.24182
0.077896627	34389.41866
0.077938653	34527.54402
0.077970371	34454.74822
0.077994952	34426.12765
0.078028256	34425.50546
0.078037771	34856.05838
0.078116273	34572.34143
0.078186052	34765.84137
0.07821777	34478.3913
0.078235215	34466.56976
0.07820429	34645.13722
0.078236801	34542.47649
0.078302616	34752.77546
0.07831451	34468.43632
0.078334333	34832.4153
0.078362086	34588.51827
0.078377152	34834.28186
0.078402527	34533.76588
0.078419971	34995.42811
0.078465962	34782.6404
0.078487372	34709.8446
0.078502438	34638.91536
0.078514332	34606.56168
0.078523847	34961.20786
0.078570631	34774.55198
0.078588869	34769.57448
0.078591248	34605.93949
0.078589662	34740.95392
0.078643582	34913.9217
0.078670542	34770.81886
0.078680058	34993.56155
0.07870226	34722.28833
0.07875618	35254.25761
0.078806136	34911.43296
0.078840233	35242.43607
0.078867986	34940.05353
0.078875915	35406.69325
0.078906047	35128.57598
0.079005958	35015.96026
0.079027368	35241.81388
0.079046398	34920.14357
0.07904957	35350.69648
0.079100319	35063.8686
0.079132037	35006.62746
0.07913838	35032.1371
0.079140759	34964.94098
0.079158997	35191.41679
0.079188336	34943.16446
0.079189922	34966.80754
0.079209746	34966.80754
0.079214503	34907.07766
0.079239084	35108.66602
0.079271595	35039.60334
0.079295384	35219.41518
0.079315208	34964.3188
0.079380229	35206.34926
0.079435735	35162.79622
0.079441286	35442.15787
0.079463488	35069.46828
0.079482519	35694.7655
0.079535646	35312.74312
0.07955547	35221.90392
0.07956895	35198.88303
0.079586395	35281.01162
0.079612562	35627.56938
0.079679169	35231.23672
0.07969265	35235.59202
0.079706923	35200.1274
0.079718024	35338.25276
0.079752121	35332.0309
0.079782253	35321.45373
0.079779874	35478.24468
0.079798112	35246.79137
0.079817142	35500.0212
0.079853618	35317.72061
0.079868683	35337.00838
0.079882957	35212.57113
0.079886922	35506.24306
0.079905952	35630.68032
0.079931327	35403.58232
0.079940049	35736.45199
0.079956701	35373.71738
0.079971767	35627.56938
0.080009035	35530.50832
0.08003441	35492.55496
0.080045511	35510.59836
0.080060576	35656.18996
0.08009388	35961.68343
0.080120841	35577.79448
0.080140664	35590.23821
0.080181897	35757.60632
0.080219166	36086.74287
0.080261985	35637.52437
0.0802715	36003.9921
0.080301632	35717.7864
0.080327799	36262.19941
0.080378548	35812.35872
0.080413438	35750.14008
0.08044119	35866.48892
0.08045705	35872.0886
0.08048956	36265.31034
0.080522864	35784.98252
0.080525243	35829.77993
0.080549824	35679.83304
0.080558547	35946.75096
0.080618018	36035.7236
0.08064815	35824.80244
0.080651321	36048.16732
0.08066163	35864.00018
0.080700484	36226.73479
0.080748854	35842.22366
0.080756783	36167.62709
0.080794052	35903.19792
0.080810704	36119.71874
0.08085273	36112.8747
0.080870967	36010.83614
0.080886826	36242.91163
0.080903478	36198.7364
0.080930438	36453.83278
0.081000218	36058.74449
0.081018455	36080.52101
0.081039072	36057.50012
0.081054931	36279.62062
0.081109644	36436.41157
0.081136604	36155.80555
0.081153256	36351.17205
0.081180216	36288.95342
0.081239687	36409.65756
0.081282507	36111.00814
0.081303123	36150.20587
0.081319775	36250.37787
0.081341184	36383.52574
0.081399862	36475.60931
0.081450611	36185.67049
0.081474399	36480.5868
0.081483122	36265.93252
0.08151484	36417.74598
0.081573518	36378.54824
0.08158779	36248.51131
0.081596513	36389.7476
0.081615544	36394.1029
0.081654398	36353.0386
0.081674222	36230.4679
0.081686909	36171.98239
0.081694045	36303.88589
0.081713869	36372.32638
0.08175193	36667.24268
0.081802679	36292.06435
0.081803472	36194.3811
0.081845498	36280.865
0.081870872	36440.76687
0.081925585	36322.55148
0.081935101	36389.7476
0.081944616	36277.75406
0.081944616	36449.47748
0.081967612	36736.30536
0.082020739	36371.7042
0.082045321	36370.45982
0.082046906	36378.54824
0.082077831	36526.62858
0.082103998	36600.04656
0.082151575	36379.79262
0.08215554	36351.17205
0.082162676	36455.07716
0.082193602	36514.80704
0.082227698	36601.91312
0.082249108	36398.4582
0.082257037	36375.43731
0.082270517	36567.07069
0.082313336	36817.18958
0.082347433	36507.34081
0.082369635	36411.52412
0.082384701	36646.08835
0.08242752	36743.7716
0.082477476	36818.43396
0.082512365	36608.75717
0.082525846	36795.41306
0.08253774	36801.63492
0.082580559	36806.61242
0.082614656	36662.88738
0.082622585	36713.28447
0.082628929	36776.74747
0.082644787	36848.92108
0.082673334	36997.00142
0.082697122	36731.32787
0.082704258	36692.75232
0.082730426	36844.56578
0.082764522	36917.36158
0.082794654	36990.15737
0.082808134	36784.8359
0.082829544	37055.48693
0.08285809	37043.66539
0.082894565	37252.0978
0.082928662	36950.95964
0.082942935	36837.09954
0.082973067	37143.83739
0.082984961	37118.32775
0.083026987	37194.85666
0.083045225	36967.13648
0.083055534	37174.9467
0.083069807	37123.92742
0.083090423	37083.48532
0.083115005	37125.79398
0.083126898	36981.44676
0.083143551	37260.18622
0.083179233	37186.76824
0.083216502	37328.62672
0.083243462	37068.55284
0.083251391	37341.07044
0.083283902	37337.95951
0.083316413	37432.53183
0.083361611	37155.03674
0.083373505	37234.0544
0.083400465	37344.18138
0.083432976	37365.33571
0.083459936	37362.22478
0.08347976	37209.78914
0.083492447	37530.83726
0.083524165	37432.53183
0.083578085	37594.92245
0.083598702	37277.60744
0.083597909	37223.47723
0.083620111	37486.03985
0.083639935	37495.37264
0.083669274	37464.26333
0.083690683	37333.60421
0.083704163	37643.45298
0.083739846	37548.88066
