Strain (in/in)	Stress (psi)
0.172826141	52681.39997
0.172859114	52603.99454
0.172881096	52746.76456
0.172894441	52681.83001
0.172907787	52731.28348
0.172928984	52561.85157
0.172963526	52830.19046
0.173000424	52680.96994
0.173039677	52745.04446
0.173047527	52631.51646
0.1730805	52769.55618
0.173110332	52781.16699
0.173146444	52859.86255
0.17316136	52831.48053
0.173177847	52659.46842
0.173202183	52849.54181
0.173254782	52910.60609
0.173290109	53005.6428
0.173302671	52813.84928
0.173330147	52685.27024
0.17336626	52800.9484
0.173396092	52830.19046
0.173415718	52783.74719
0.173447121	52700.75132
0.173485589	53031.87466
0.173509925	52948.44876
0.173519346	52803.52857
0.173531122	52664.19876
0.173544468	52672.79937
0.173570375	52823.73999
0.173606487	52767.83605
0.173630039	52766.11594
0.173652805	52754.50513
0.173669292	52821.15982
0.173700694	52837.931
0.173737592	52879.64393
0.173754078	52816.85951
0.17378234	53199.15643
0.173799611	53031.87466
0.173836508	53097.66928
0.17385692	52868.03312
0.173900098	53003.49264
0.17392993	53080.8981
0.173951127	52922.64697
0.173968398	53123.90113
0.173997445	52915.76646
0.174058679	53258.07057
0.174090867	53043.05543
0.174125409	53078.3179
0.174141896	52931.67758
0.174165447	52941.99832
0.174196849	53062.83682
0.174229821	53034.88486
0.174253373	53089.92874
0.174252588	52898.56525
0.174293411	53195.28616
0.174316963	53059.82661
0.174330308	52974.25058
0.174339729	52876.63373
0.174373487	52869.75323
0.17441588	53252.48017
0.174433151	53008.22297
0.174466123	53038.75513
0.174481039	52984.57132
0.174532068	53361.70786
0.174569751	53179.37501
0.174583882	53316.98472
0.174596443	53178.94498
0.174623919	53016.82358
0.174671808	53418.47184
0.174689864	53151.85309
0.174729902	53346.65678
0.174740108	53084.33833
0.174755024	53170.34437
0.174802127	53191.41586
0.174826464	53138.09211
0.174848446	53175.07471
0.174867287	53071.86746
0.174919886	53448.57397
0.174941867	53183.67532
0.174955999	53416.3217
0.174965419	53143.25248
0.175003887	53200.87653
0.175043139	53247.3198
0.17505413	53183.67532
0.175068261	53186.68555
0.175099664	53128.20143
0.175141272	53438.68329
0.175154617	53192.27592
0.175173459	53499.74757
0.17519073	53237.42912
0.175232338	53219.36784
0.175272376	53236.13902
0.175307703	53203.88673
0.1753289	53228.82852
0.175346171	53218.93781
0.175387779	53668.31944
0.1753972	53362.56793
0.175434098	53630.47678
0.175448228	53337.19614
0.175531444	53460.61481
0.1755495	53431.80279
0.175557351	53342.35648
0.175567557	53414.17154
0.175594249	53216.78764
0.175653913	53425.78238
0.175679035	53285.16247
0.175705727	53543.18064
0.175729279	53352.24719
0.17575911	53360.84779
0.175785802	53593.49418
0.175809354	53336.33607
0.175847037	53447.28387
0.175880794	53300.64355
0.17589414	53351.38712
0.175907486	53318.70483
0.175916907	53224.09818
0.17596872	53447.28387
0.175987562	53448.57397
0.176015039	53311.39432
0.176037805	53343.64658
0.176073918	53409.0112
0.176118666	53649.3981
0.176131227	53403.42079
0.176161844	53512.64848
0.176183041	53365.57813
0.176222294	53588.33381
0.176251341	53587.47375
0.176270967	53487.70673
0.176294519	53657.56867
0.176302369	53432.23282
0.176328276	53609.83533
0.176364389	53523.82926
0.176377735	53661.86897
0.176404426	53514.79862
0.176435829	53608.54523
0.176475082	53725.51346
0.176482932	53465.77518
0.176510409	53745.72488
0.176515904	53616.28577
0.176582634	54010.62352
0.176608541	53637.78729
0.176634448	53542.32057
0.176665065	53548.77101
0.176688617	53725.08343
0.176731795	53986.97187
0.176746711	53672.61975
0.176789104	53697.13147
0.176833067	53584.89357
0.176865254	53793.45825
0.176896657	53593.06415
0.176904507	53615.85574
0.176924919	53679.50022
0.17695161	53633.48698
0.17701206	53992.99228
0.1770152	53636.06715
0.177026976	53550.06111
0.177037967	53483.40643
0.177074864	53710.89244
0.177101556	53855.3826
0.177107837	53595.64432
0.177128248	53765.93629
0.17714709	53676.49002
0.177197333	54069.96771
0.177202828	53728.52366
0.177212249	53642.51762
0.177243651	53784.42761
0.177273484	53851.94236
0.177292325	53610.69539
0.177308811	53660.14887
0.177340213	53715.19275
0.17736926	53906.12617
0.177414008	53873.87391
0.177429709	53733.254
0.177451691	53978.8013
0.177480738	53844.63185
0.177525487	54048.46619
0.177542758	53898.38563
0.177554533	53833.02104
0.17757259	53787.86784
0.177600067	54017.07399
0.177608702	53926.33759
0.177622048	53833.45105
0.177634609	53787.86784
0.177655021	53811.94956
0.177704479	53974.93103
0.177730386	53931.06793
0.177747657	53879.89432
0.177765713	54040.72565
0.177808106	54003.74305
0.17785521	54186.07587
0.177883472	54027.82474
0.177904669	54161.13411
0.17793293	54113.40077
0.178020072	54418.29222
0.178052259	54206.71732
0.17806796	54131.46202
0.178100147	54308.6345
0.178132335	54297.02369
0.178170802	54224.7786
0.178191214	54069.10764
0.178233607	54046.74608
0.17827129	54070.82777
0.178296411	54182.63563
0.178319963	54135.33229
0.178327029	53971.92079
0.178356076	54040.29562
0.178389833	54098.77973
0.178425946	54221.76839
0.178437721	54044.59592
0.178444787	53959.44992
0.178484825	54156.83381
0.178521722	54164.14435
0.178549985	54154.25364
0.178573536	54091.89926
0.178588452	54184.7858
0.178614359	54195.96657
0.178641051	54211.01762
0.178649687	54107.38034
0.178679519	54119.42118
0.178710136	54141.78276
0.178741538	54308.20447
0.17876352	54425.60273
0.178769015	54161.56415
0.178784716	54405.39131
0.178809838	54312.9348
0.178844381	54335.29639
0.178867932	54194.24644
0.178883633	54161.56415
0.17891582	54411.41175
0.178948008	54377.00932
0.17897784	54410.55168
0.178986476	54265.20143
0.179023373	54354.21771
0.179073617	54463.01536
0.179109729	54419.58232
0.179126215	54475.05621
0.179145842	54312.9348
0.17918274	54509.0286
0.179236908	54456.56492
0.179266741	54395.0706
0.179279301	54389.91023
0.179307564	54236.81944
0.179347601	54438.07361
0.179375078	54490.10728
0.17939392	54597.61484
0.179413546	54341.74683
0.179445733	54444.52408
0.179485771	54511.6088
0.179521884	54396.79071
0.179560352	54342.60689
0.179576053	54303.90416
0.179610595	54656.52899
0.179645923	54535.69049
0.179667904	54378.72943
0.179678895	54308.6345
0.179697736	54271.22187
0.179747195	54485.37694
0.179768392	54508.16856
0.179786448	54341.3168
0.179797438	54272.51197
0.179814709	54201.55698
0.179838261	54380.87959
0.179854748	54434.63337
0.179879869	54367.11862
0.179878299	54324.54562
0.179923832	54454.84479
0.17995445	54472.90607
0.179969366	54377.86939
0.179981142	54288.85312
0.179992132	54305.19426
0.18002275	54515.47907
0.180034525	54475.48624
0.180055722	54665.12959
0.180066712	54354.21771
0.18009419	54578.26349
0.180116956	54567.08268
0.180135798	54461.72529
0.180157779	54606.21544
0.180186041	54352.06757
0.180225294	54612.23588
0.180251201	54626.85689
0.180256696	54647.06831
0.180275537	54502.57816
0.180289669	54487.52708
0.180332847	54638.0377
0.180342267	54813.49004
0.180353258	54554.1818
0.1803878	54453.12468
0.180429408	54723.61371
0.18044982	54572.67308
0.180471016	54569.23285
0.180485147	54548.16136
0.18052911	54890.89548
0.180562868	54790.26839
0.180573074	54687.06114
0.18058956	54634.16743
0.180642944	54970.45108
0.180660215	54812.62998
0.180685337	54701.68216
0.180705748	54838.00177
0.180723019	54631.58723
0.180768553	55051.72681
0.18079603	54830.69126
0.180818796	54988.08232
0.180822721	54736.08458
0.180863544	55070.21812
0.180901227	54961.42044
0.180918499	54765.75667
0.180938125	54832.41136
0.180958536	54650.93861
0.181023696	54972.17121
0.181038612	54896.48588
0.181062949	54802.73927
0.181072369	54730.06418
0.181104557	54841.442
0.181155585	55004.42347
0.181181492	54877.99457
0.181198763	55003.99344
0.181230166	54763.60654
0.181290615	55178.15571
0.181325942	54964.8607
0.181348709	54888.31531
0.18135656	54767.04677
0.181420934	54899.49608
0.181460972	55072.36826
0.181471178	54920.9976
0.181477458	54878.4246
0.181500225	54784.24799
0.181530842	55219.86864
0.181544973	54923.5778
0.1815646	54921.85767
0.181581086	54836.71167
0.181641535	55262.87168
0.181687068	55089.9995
0.18170748	54972.17121
0.181727106	54980.77181
0.181757723	54926.15797
0.181797761	55206.5377
0.181820528	55002.70336
0.181847219	55262.44164
0.181855855	54997.543
0.181912379	55014.31418
0.181961838	55132.14247
0.181979894	55019.04451
0.181992455	55125.26197
0.182015221	54936.47868
0.182075671	55275.34255
0.182095298	55022.48475
0.182122774	55000.5532
0.182143186	54996.2529
0.182167522	55048.7166
0.182227972	55157.94429
0.182244458	55083.54903
0.182265654	54979.48172
0.182288421	54845.74231
0.182330814	55097.74004
0.182376347	55177.72568
0.182387338	55065.05775
0.182426591	55246.53053
0.182447002	54942.49912
0.182514517	55433.59368
0.182534144	55108.49079
0.182539639	55014.31418
0.182545919	55000.5532
0.182611079	54970.88111
0.182637771	55057.31721
0.182647192	54956.69013
0.182663678	55050.86674
0.182679379	55032.37546
0.182706856	55187.18635
0.182721772	54967.8709
0.182736688	54918.84746
0.182753174	54927.01804
0.182780651	55095.58988
0.182793997	55053.01691
0.182801063	55030.65532
0.182820689	55109.35085
0.182840315	54999.2631
0.182875643	55238.35993
0.182891344	55080.53883
0.182903905	55019.47454
0.182925101	54962.71054
0.182960429	55213.41817
0.182992616	55326.51613
0.183008317	55144.61335
0.183012243	55143.32325
0.183021663	55058.17725
0.183069552	55245.24043
0.183083683	55169.5551
0.183085253	55133.43254
0.183104094	55234.05962
0.183132356	55320.92576
0.18318574	55525.62016
0.183184955	55193.20676
0.183202226	55180.73588
0.183230488	55298.13414
0.183272881	55728.16442
0.183294078	55339.41704
0.183343536	55241.37016
0.183336471	55420.26274
0.183365518	55443.9144
0.183378864	55563.03279
0.183382789	55387.15041
0.183406341	55418.54264
0.183414191	55356.61826
0.183492697	55496.80814
0.183512323	55371.66933
0.183525669	55431.01351
0.183571988	55421.98287
0.183630867	55836.10201
0.183661484	55498.95827
0.183703092	55456.38527
0.183743915	55638.71812
0.183781598	55600.87546
0.183835766	55606.89589
0.183838121	55547.12168
0.183853822	55455.52523
0.1838813	55489.0676
0.183933899	55617.2166
0.183972366	55525.62016
0.183984142	55463.69581
0.184002983	55529.92046
0.1840336	55555.72228
0.184073638	55571.20336
0.184101115	55386.72038
0.184110536	55371.2393
0.184130162	55408.2219
0.18417334	55507.12885
0.184199247	55629.25745
0.184217303	55416.39247
0.184223584	55350.59785
0.18424007	55429.29338
0.184284033	55570.3433
0.184321716	55560.02259
0.184331922	55481.75706
0.184363324	55523.03999
0.184395511	55665.81004
0.184428484	55906.19694
0.184448895	55570.77333
0.184442614	55489.0676
0.184491288	55554.86222
0.18451798	55728.59446
0.184559588	55822.77107
0.184566653	55583.24421
0.18458314	55587.54451
0.184620037	55707.09294
0.184661645	55823.63114
0.184674991	55629.68748
0.184690692	55567.76313
0.184715029	55664.94997
0.184740151	55788.36864
0.184762132	55837.39211
0.184766058	55619.7968
0.184790395	55850.29302
0.184816301	55828.36147
0.184842993	55760.41669
0.184863404	55661.93974
0.18486733	55621.08687
0.184884601	55764.28696
0.184919929	55810.73023
0.184948191	55923.82819
0.184967032	55712.25328
0.184989013	55724.29415
0.185014135	55826.64134
0.185073014	55840.40232
0.185091856	55855.8834
0.185101277	55769.01729
0.18515152	55913.07744
0.185177427	55859.75367
0.185191558	55740.6353
0.1852104	55719.13378
0.185233951	56038.21624
0.185275559	55937.58916
0.185296756	56136.26313
0.185314027	55830.94164
0.185335223	55734.18483
0.185376046	55793.95905
0.185401953	55983.17237
0.185427075	55930.70866
0.185448271	55793.95905
0.185475748	56029.61564
0.185495375	56070.03847
0.185527562	56150.45414
0.185534627	55883.83538
0.185552684	55810.73023
0.185592721	55973.28166
0.185630404	56002.95375
0.185679863	56025.74537
0.185689284	55926.40836
0.185717545	55830.94164
0.185756799	56008.54415
0.185789771	56221.40913
0.185794481	55925.11828
0.185821958	55894.58613
0.185857286	56094.98023
0.185881622	56085.94959
0.18592009	56107.88114
0.185937361	55949.19997
0.186004876	56098.42046
0.186033138	56088.09975
0.186073961	55958.66065
0.186096727	55878.67501
0.186108503	55844.70262
0.186161887	56247.21095
0.18619329	56034.77601
0.186210561	55941.0294
0.186231757	55916.08764
0.186255309	55947.04981
0.186302412	56023.5952
0.18634088	56090.67992
0.186354226	55880.39512
0.186398974	56153.46434
0.186443722	56162.92501
0.186451573	56097.56042
0.186471984	56156.04454
0.186508097	55938.44923
0.186576397	56230.00974
0.186630566	56202.48781
0.186653332	56061.00783
0.1866918	55991.77297
0.186708286	55966.83122
0.186747539	56333.21699
0.186792287	56157.76464
0.186826829	56263.5521
0.186848811	56030.4757
0.18690298	56012.84446
0.186931242	56223.12926
0.186952438	56062.72796
0.18697285	56067.88833
0.187002682	55935.439
0.187021523	56313.4356
0.187057636	56125.51238
0.187073337	56067.02827
0.187085898	55990.48287
0.18710788	55910.92728
0.187154198	56316.0158
0.187207582	56136.69316
0.187224068	56016.71473
0.187251545	55858.03356
0.1872539	55881.25518
0.1873222	56262.262
0.187362238	56078.20905
0.187373228	56264.41216
0.187388145	56015.85466
0.187430538	56357.72874
0.187471361	56177.97606
0.187499622	56045.52675
0.18752867	56098.42046
0.187548296	55946.6198
0.187592259	56214.95869
0.187596185	56053.69732
0.187624446	56031.76577
0.187639363	55943.17954
0.187651923	55965.11109
0.18768411	56317.30587
0.187695887	56120.78205
0.187722579	56157.33461
0.187729644	55975.86186
0.187753981	56093.26012
0.187757121	56103.58083
0.187772822	56091.10996
0.187790878	56128.52259
0.187798729	55964.68105
0.18781129	56388.6909
0.187825421	56184.42653
0.187855253	56129.38265
0.187865459	56103.58083
0.18788744	56092.40006
0.187936899	56461.79606
0.187965161	56266.99233
0.188002843	56357.2987
0.18801776	56232.58991
0.188047592	56380.95036
0.188075854	56261.40196
0.188089985	56268.71247
0.18810333	56326.76655
0.188116677	56271.29264
0.18816692	56479.85731
0.1881732	56300.53469
0.188197537	56591.6652
0.188204603	56317.73591
0.18823365	56352.56837
0.188257201	56614.45678
0.188285464	56357.2987
0.188304305	56445.02488
0.188313725	56314.7257
0.188353763	56763.24727
0.188369465	56500.49879
0.188389876	56382.24046
0.188415783	56369.33955
0.18845111	56397.29151
0.188468382	56395.5714
0.188487223	56406.32215
0.188498999	56483.29757
0.188535897	56400.30171
0.188557878	56796.3596
0.188571224	56531.89098
0.18858771	56702.61299
0.188597916	56463.51616
0.188630103	56561.56307
0.188677992	56598.11564
0.188711749	56556.4027
0.188741581	56708.20339
0.188755712	56470.39666
0.188794965	56950.31042
0.188810666	56612.30665
0.188843638	56825.60165
0.188851489	56632.9481
0.188878966	56621.76732
0.188910368	56784.74879
0.18893235	56563.2832
0.1889402	56767.54757
0.188959827	56525.01051
0.18900379	56710.35356
0.18901321	56556.83274
0.189020276	56584.35469
0.189049323	56783.88872
0.189093286	56585.64476
0.189137249	56884.5158
0.189147455	56574.89402
0.189170221	56650.57934
0.189184353	56557.6928
0.1892134	56714.65383
0.189249512	56875.05513
0.189269139	56592.52526
0.189292691	56734.00521
0.189315457	56706.91329
0.189370411	57079.31953
0.189389252	56715.5139
0.189406523	56620.90725
0.189440281	56582.63456
0.18949445	56949.02035
0.189513291	56668.21059
0.189527422	56657.88985
0.189543123	56828.61186
0.189580021	56786.46889
0.189611423	57088.35014
0.189622414	56678.96133
0.18964047	56832.91216
0.189663237	56694.44242
0.18971034	56819.58122
0.189730752	56709.92352
0.189745668	56719.38417
0.189763724	56753.35656
0.189792771	56733.14515
0.189832809	56921.4984
0.189865781	56718.52413
0.189883052	56874.19506
0.189904249	56737.87548
0.189963128	56894.40651
0.189992175	56975.25218
0.190011016	56833.77223
0.190022007	56974.82215
0.190052624	56890.53624
0.190076176	56913.75786
0.190087167	56827.75182
0.190103653	56698.31269
0.19012956	56798.50976
0.190168813	56915.47799
0.19020414	56835.49236
0.190222197	56849.25331
0.190223767	56725.83464
0.190240253	56758.51693
0.190286571	57237.57066
0.190297562	56926.65877
0.190317189	56867.74462
0.190324254	56927.51884
0.190369787	57009.22457
0.190406685	56929.23894
0.1904059	56878.49537
0.190419246	56888.38607
0.190449078	57091.36037
0.190476555	57217.35924
0.19048205	56988.58312
0.190504032	57254.34184
0.190527584	57103.40121
0.190561341	57168.7658
0.190577827	57044.05703
0.190589603	56966.22157
0.19062493	57010.08464
0.190666538	57204.0283
0.190714427	57274.98329
0.190724632	57079.31953
0.190760745	57367.00976
0.190814914	57198.00786
0.190848671	57466.77678
0.190870653	57197.57783
0.190916971	57028.57595
0.190938953	57229.40008
0.190959364	57225.09978
0.190981346	57184.67692
0.190989197	57081.46966
0.191000972	56957.19093
0.191029234	57066.41862
0.191043365	57111.14175
0.191044935	56968.3717
0.191077122	57050.50747
0.191100674	57095.23064
0.191153273	57124.04266
0.191175255	57095.66067
0.191203516	57060.82821
0.191245909	57310.67579
0.191289873	57277.13343
0.191311069	57329.59713
0.19132206	57139.52375
0.191349537	57430.22421
0.19139036	57333.89744
0.191438248	57357.54909
0.191474361	57315.83616
0.191487707	57163.60543
0.191532455	57297.77488
0.191567783	57369.58993
0.191605465	57562.24349
0.191611746	57255.2019
0.191619596	57152.85469
0.191692606	57274.12322
0.191717728	57385.93108
0.191732644	57210.90877
0.19174285	57161.02526
0.191774252	57336.90764
0.191808009	57336.90764
0.191855113	57247.89137
0.191869244	57191.12739
0.191871599	57149.41445
0.191904572	57104.69131
0.191943824	57219.07934
0.191969731	57208.3286
0.191987788	57152.85469
0.192012909	57402.27226
0.192042741	57312.82595
0.192064723	57186.39705
0.192070218	57105.98138
0.192085134	57299.49501
0.192125172	57435.38458
0.19216678	57374.7503
0.192188762	57534.29153
0.192195827	57279.71362
0.19223194	57469.78698
0.192254706	57460.75637
0.192283754	57441.83502
0.192294744	57417.3233
0.192308091	57308.95568
0.192321436	57646.09939
0.192351268	57522.25069
0.192363044	57520.53056
0.192392877	57349.80855
0.192424279	57486.9882
0.192451756	57477.52755
0.192505139	57486.55816
0.192521625	57512.79002
0.192545962	57311.10582
0.19258914	57708.88381
0.192618188	57541.17201
0.192656655	57594.06575
0.192672356	57413.45303
0.192706114	57358.40916
0.19272574	57510.20985
0.192756357	57550.63268
0.192774413	57477.52755
0.192781479	57438.82482
0.192823087	57477.09752
0.192858414	57545.90234
0.192883536	57389.37135
0.192894527	57375.18034
0.192931425	57331.31724
0.192965182	57416.89327
0.193013071	57355.39895
0.193017781	57371.7401
0.193032697	57323.5767
0.193056249	57572.99426
0.193080586	57481.82785
0.193115913	57511.06991
0.193133969	57388.94131
0.193159876	57365.71966
0.193210119	57562.67352
0.193229746	57513.22005
0.193234456	57405.71249
0.193250943	57390.23138
0.193295691	57625.88798
0.193312177	57515.80022
0.193327878	57478.38759
0.193342009	57403.56233
0.193364776	57351.95871
0.193387542	57480.96779
0.193391468	57443.98519
0.193405599	57547.62248
0.193419729	57454.73593
0.193447206	57583.31498
0.193473899	57502.89934
0.19349745	57786.28927
0.193509226	57566.54379
0.193531993	57537.30174
0.193563395	57638.35885
0.193593227	57685.23216
0.193611283	57646.09939
0.193624629	57508.91975
0.193658387	57663.73064
0.193685864	57624.5979
0.193709415	57810.37096
0.193732967	57507.19964
0.193748668	57558.37322
0.193779285	57666.31084
0.193788706	57505.47951
0.193803622	57606.10659
0.193808332	57416.46324
0.193824033	57598.36605
0.193853866	57489.99843
0.193902539	57678.78172
0.19391981	57537.30174
0.193947287	57623.73784
0.193977904	57653.40993
0.194000671	57763.49766
0.194020298	57659.0003
0.194035999	57643.08919
0.194055625	57757.47725
0.194073681	57579.01467
0.194090952	57694.69283
0.194109794	57603.09639
0.194146692	57804.78058
0.194167888	57732.10546
0.194189085	57770.37816
0.194215776	57606.53662
0.194246394	57698.13307
0.194279366	57920.02868
0.194301347	57709.31384
0.194328824	57905.40767
0.19434531	57623.73784
0.194381423	57841.76318
0.194394769	57668.03094
0.194430097	57969.05212
0.194449723	57687.81233
0.194513312	58028.3963
0.194556491	57891.21666
0.194564341	57778.97876
0.194576902	57774.67846
0.19462165	57934.21969
0.194656193	58052.04799
0.194678959	57869.71514
0.194710362	58041.29721
0.194732343	57827.14214
0.194830475	58295.01509
0.194879934	58040.43715
0.19490113	58163.42581
0.194904271	57904.5476
0.194994552	58307.916
0.195025954	58111.82217
0.195053431	57985.8233
0.195069132	57901.10736
0.195087974	57913.14821
0.195124871	58125.15312
0.195159413	57990.12361
0.195278742	57935.50976
0.195297584	57917.87854
0.195322705	58059.35849
0.195344687	57960.02151
0.195362743	57975.07256
0.195376089	58165.57598
0.195400426	57958.73141
0.195423193	58238.25108
0.195427902	58040.43715
0.195431828	57987.97347
0.195434183	57867.13497
0.195450669	57948.41067
0.195473436	58244.70154
0.195472651	57978.08276
0.195491492	58185.35736
0.195513474	57975.50259
0.195556652	58253.30215
0.195583344	58040.00714
0.195620241	58390.05177
0.195640653	58233.95077
0.195692467	58249.00185
0.195765477	58374.14065
0.19580316	58253.30215
0.195846338	58539.27226
0.195873029	58303.61569
0.195936619	58557.76357
0.195946825	58318.23671
0.195960956	58259.32256
0.195975872	58261.90276
0.1960112	58317.37664
0.196034751	58416.28362
0.196044957	58168.15615
0.196052022	58100.6414
0.196075574	58011.62512
0.196114827	58255.45229
0.196139948	58168.58618
0.196167425	58068.38913
0.196189407	58112.25221
0.196234155	58308.77603
0.196294604	58412.84338
0.196308735	58206.42885
0.196330717	58474.3377
0.196346418	58290.28475
0.196401372	58505.7299
0.196446905	58357.7995
0.196468887	58292.00485
0.196504214	58390.4818
0.1965207	58327.26735
0.196551318	58384.46136
0.196563094	58193.95797
0.19658743	58182.77716
0.196599991	58298.45532
0.196621973	58368.12022
0.196660441	58605.49694
0.196672216	58267.0631
0.196685562	58186.21743
0.196706759	58304.47573
0.196751507	58340.59829
0.196800966	58270.07333
0.196808031	58262.7628
0.196823732	58327.26735
0.19686377	58299.74542
0.196917154	58416.71365
0.196931285	58273.08354
0.196924219	58278.67394
0.196965827	58425.31426
0.196985454	58418.86379
0.197004295	58447.67581
0.197015286	58285.55441
0.197030987	58187.5075
0.197049043	58390.91183
0.197063174	58393.92204
0.197097717	58306.6259
0.197100857	58210.72915
0.197119699	58444.23558
0.197144035	58316.94661
0.197169157	58397.79231
0.1972037	58281.68414
0.197221756	58212.44926
0.197232746	58461.43679
0.197271214	58436.92507
0.197304972	58370.70041
0.197304972	58225.35017
0.19735129	58507.01999
0.197361496	58470.46743
0.197421945	58501.42962
0.197418804	58400.3725
0.197433721	58259.75259
0.197446282	58521.211
0.197463553	58522.07107
0.197482394	58438.64517
0.19748946	58450.68605
0.19750202	58287.27454
0.197534208	58497.12932
0.197561685	58481.64821
0.197571891	58486.80858
0.197575816	58318.66674
0.197608788	58498.41939
0.197670807	58508.31009
0.197757949	58519.06084
0.197783071	58426.1743
0.197790136	58409.40312
0.197833314	58495.40918
0.197870997	58597.7564
0.197891408	58706.55405
0.197896904	58467.45723
0.19791653	58358.22954
0.197944792	58378.01092
0.197966774	58487.23861
0.19797855	58341.88839
0.197985615	58233.52074
0.198000531	58314.36644
0.198029578	58418.86379
0.198058625	58435.63497
0.198095523	58525.08127
0.198102589	58347.9088
0.19812143	58428.32446
0.198169318	58590.8759
0.198207001	58684.19247
0.198210141	58482.93831
0.198224272	58384.46136
0.198258814	58561.63384
0.198312984	58607.64708
0.19834046	58542.28249
0.198341245	58529.81161
0.198354592	58738.80632
0.198382068	58693.65314
0.198407975	58697.95345
0.198426031	58566.79421
0.198444873	58796.43036
0.19847863	58686.34261
0.198499827	58860.07485
0.198517098	58583.13536
0.198532014	58766.75827
0.198571267	58762.02794
0.198640352	58976.61304
0.198661548	58810.19134
0.198684315	58673.87173
0.198724353	58821.80215
0.198765176	58863.51509
0.198794223	58859.21478
0.198808354	58804.60094
0.198845251	58673.01169
0.198882149	58814.92168
0.198937888	58843.7337
0.198965365	58826.53249
0.198974	58751.70723
0.198988131	58820.08205
0.199020319	58806.7511
0.199065852	58898.77758
0.199089404	58740.95645
0.199116881	58687.20268
0.19917419	59060.89898
0.199196171	58834.27303
0.199207947	58851.90427
0.199217368	58662.69095
0.199262901	59048.85814
0.199303724	58915.97879
0.19932178	58774.92885
0.199336697	58889.74694
0.199346902	58620.11795
0.199368884	58854.48445
0.199401856	58793.42016
0.199440324	58681.6123
0.199468586	58690.64291
0.199488212	58534.11191
0.199521185	58925.43944
0.199553372	58786.96969
0.199564363	58750.84716
0.199575353	58612.80745
0.199609896	58714.72463
0.199629522	58768.47841
0.199642083	58670.43149
0.199661709	58599.90654
0.19966956	58566.36418
0.199698607	58807.61117
0.199726084	58702.25375
0.19973943	58692.36304
0.199757487	58606.78701
0.199781823	58539.70229
0.199826571	58782.66939
0.199850908	58802.88083
0.199865824	58923.71933
0.199881525	58682.90237
0.199916853	58959.84186
0.199939619	58863.51509
0.199960031	58772.77871
0.199973377	58727.1955
0.199993788	58690.21288
0.200035396	58969.30254
0.200044032	58879.85623
0.200072294	59023.91638
0.200074649	58785.67962
0.200098986	58878.99617
0.200138238	58906.51812
0.200150014	58799.44057
0.200165715	58946.94095
0.200171211	58749.12703
0.200193978	59159.37592
0.200197903	58912.10852
0.200207323	59167.5465
0.200226165	58864.37515
0.200251287	58905.22802
0.200263847	58961.562
0.200269343	58909.95836
0.200292895	58949.09112
0.200310951	58873.40579
0.200338428	59223.02038
0.200354129	59065.19928
0.200377681	59311.60662
0.200396522	59039.8275
0.200433419	59156.36569
0.200484448	59143.89482
0.200498579	59224.74051
0.200522131	59132.284
0.200707404	59589.40618
0.200691703	59257.85284
0.20065088	59516.73105
0.200679927	59196.78855
0.2007286	59252.26244
0.200799256	59327.08773
0.200820452	59292.25527
0.200809461	59449.21633
0.200822807	59173.56691
0.200908379	59604.02722
0.200895032	59310.31655
0.200995519	59494.3695
0.201026922	59223.45041
0.201055184	59287.0949
0.201092867	59483.61873
0.201102287	59262.15314
0.201145465	59466.41751
0.201172942	59158.94589
0.201220046	59563.17432
0.201244383	59350.30935
0.201250663	59197.64862
0.201256158	59315.90692
0.201264794	59116.80292
0.201287561	59225.60058
0.201294626	59035.52719
0.201292271	58997.68453
0.201307972	58936.19021
0.201347225	59066.91942
0.201377842	59186.89785
0.201390403	59115.51282
0.201407674	59331.81806
0.201439076	59111.64255
0.201482254	59438.03552
0.201497171	59222.59038
0.201524647	59528.34189
0.201550554	59270.32372
0.201625919	59703.79424
0.201631415	59363.21026
0.201654967	59360.20006
0.201662817	59315.47689
0.201704425	59431.58508
0.201731902	59531.78213
0.201745248	59407.50336
0.20176723	59411.37366
0.201800202	59300.85587
0.201841025	59705.51434
0.201855156	59392.02228
0.201866147	59340.41864
0.201889699	59512.43075
0.201939157	59431.58508
0.201962708	59463.83734
0.20198469	59391.16222
0.202012952	59487.489
0.202034149	59334.39823
0.202073401	59518.02115
0.202097738	59407.07336
0.202100094	59373.10097
0.202126785	59301.28591
0.202154262	59541.67284
0.20218488	59753.24771
0.202199796	59434.16525
0.202220992	59639.28969
0.202235908	59376.5412
0.202280656	59600.15695
0.202304993	59383.85171
0.202313629	59326.65769
0.20233561	59427.28478
0.202380358	59531.3521
0.202418041	59666.81164
0.202431387	59417.8241
0.202452584	59626.38878
0.202482415	59481.03855
0.202524808	59619.07827
0.202556996	59471.57788
0.202578978	59455.66677
0.202617445	59641.00982
0.202682605	59622.94854
0.202735203	59594.99658
0.20275797	59529.63196
0.202767391	59735.18643
0.202782307	59509.42055
0.202810569	59656.06087
0.20282941	59714.11495
0.20282941	59482.32865
0.202838831	59373.531
0.202861598	59546.83318
0.202890645	59525.76169
0.202905561	59323.64746
0.202919692	59357.18982
0.202940103	59440.61572
0.202980926	59600.58696
0.203002908	59658.21103
0.203019394	59486.19892
0.203041376	59681.43265
0.203067282	59715.83508
0.203106535	59934.29046
0.203124592	59656.06087
0.203150499	59499.52987
0.203161489	59551.56351
