Strain (in/in)	Stress (psi)
0.2745639	61841.47468
0.274588236	62106.80336
0.274621208	62114.11387
0.274654966	62075.84117
0.274676162	62150.66644
0.274691863	61879.31735
0.27471777	62156.68687
0.274757023	62065.09043
0.274785285	61939.09156
0.274808052	61795.46145
0.274822183	61796.32151
0.274858295	62130.45502
0.274869286	62049.60935
0.274885772	61893.93839
0.274892838	61857.3858
0.274908539	62078.42137
0.274939941	62026.81773
0.274963493	61942.5318
0.274978409	61916.29994
0.274983119	61890.92816
0.275029437	62019.07719
0.275052989	62081.00154
0.275075756	62226.35177
0.275114223	61969.19368
0.275131495	62128.73491
0.275177028	62059.06999
0.27520843	62046.16908
0.275250823	61949.41227
0.275290861	62309.77766
0.275330899	62170.01782
0.27535131	62278.81547
0.275363086	62013.91682
0.275389778	61976.07416
0.27541961	62142.49586
0.275444732	62099.49286
0.275451012	62109.81357
0.275462003	61969.19368
0.275472209	62004.45615
0.275487125	61997.57568
0.275511462	62022.94746
0.275520098	61957.58287
0.275556995	61847.49512
0.275593893	62122.71448
0.275611164	62060.79013
0.275628435	62141.63582
0.275636286	61937.80146
0.275676323	62203.13014
0.275703015	62219.47129
0.275739128	62360.52121
0.275753259	62117.55411
0.275812923	62358.37107
0.275854531	62305.04732
0.275871802	62171.73792
0.275900065	62179.90852
0.275933822	62147.65623
0.275997411	62400.51404
0.276022533	62373.85215
0.27604687	62332.13922
0.276056291	62147.2262
0.276097113	62428.89603
0.276129301	62421.15549
0.276138721	62280.96561
0.276143432	62143.35593
0.276167769	62055.62976
0.276240779	62476.19937
0.276360893	62227.64186
0.27640093	62469.31889
0.276427622	62165.28748
0.276488072	62517.9123
0.276503773	62274.08514
0.276518689	62513.18196
0.276541455	62273.22507
0.276571288	62210.01062
0.276597979	62433.19633
0.276590914	62305.04732
0.276636447	62460.28825
0.276641157	62161.84724
0.276679625	62243.55298
0.276723588	62280.5356
0.276729084	62192.8094
0.276715738	62188.93913
0.276743214	62061.65019
0.276796599	62380.73265
0.27682643	62257.74399
0.276828	62134.32529
0.276841347	62020.7973
0.276897086	62155.82681
0.276897871	62330.41911
0.276942619	62206.57038
0.276955965	62427.17592
0.276982657	62081.86161
0.277025835	62523.07267
0.277051742	62265.48453
0.277058807	62194.52954
0.277068228	62246.13318
0.27709178	62154.1067
0.277134173	62425.88582
0.277156154	62218.18119
0.277167145	62114.11387
0.27716479	62039.28861
0.277204827	62198.39981
0.277255071	62251.29352
0.277288828	62188.5091
0.27731238	62290.85632
0.277339072	62113.68384
0.27738225	62317.5182
0.277371259	62114.11387
0.277449765	62316.65814
0.277505504	62079.71145
0.277628758	62229.79203
0.27766016	62071.11084
0.277680572	62112.8238
0.277683711	62122.71448
0.277685282	62065.09043
0.277708048	62489.10028
0.277719039	62166.57758
0.277721395	62006.17628
0.277733955	62015.63696
0.27773631	62022.51743
0.277742591	62372.99208
0.2777316	62062.08023
0.277711974	61976.07416
0.277767712	61901.2489
0.277814816	62427.17592
0.277819526	62111.10367
0.277824237	62056.05979
0.277830517	61940.81169
0.277845433	62019.07719
0.27786977	62277.52537
0.277881546	62163.13734
0.277889397	62063.3703
0.277896462	61956.29277
0.277927864	62392.34346
0.277924724	62205.28028
0.27793179	62107.66343
0.277941995	62029.82794
0.277970257	62062.08023
0.27800637	62373.42212
0.278019715	62168.72772
0.278023641	62064.6604
0.278027566	62001.01591
0.278069174	62374.71222
0.27807781	62176.46826
0.278086445	62167.43762
0.278095081	62080.14148
0.278183007	62199.25987
0.278200279	62383.31282
0.278208129	62277.52537
0.278212839	62156.68687
0.278245027	62185.06886
0.27828742	62505.44142
0.278316467	62167.86765
0.278329028	62207.00041
0.278337663	62159.26704
0.278408318	62311.9278
0.278451497	62173.02802
0.278419309	62233.23227
0.278456992	62161.41721
0.278530002	62408.25458
0.278548058	62246.56321
0.278565329	62190.22923
0.278573965	62240.97281
0.278625779	62299.45692
0.278672882	62509.31169
0.278682303	62342.45996
0.278704285	62497.27085
0.278724696	62366.97168
0.278756883	62458.99815
0.278773369	62377.72242
0.278799276	62240.97281
0.278827538	62401.80414
0.278867576	62418.57532
0.27891939	62634.88053
0.278954717	62334.28938
0.278998681	62518.34233
0.279034793	62364.82151
0.279106233	62544.14415
0.27913371	62367.83174
0.279155692	62353.64073
0.279191019	62368.69181
0.279227132	62553.6048
0.279264814	62500.28105
0.279289151	62311.06773
0.279311918	62332.56925
0.279342535	62379.44255
0.279367657	62508.45163
0.279405339	62581.12675
0.279427321	62399.65397
0.279439882	62345.90019
0.279455583	62416.85518
0.279485415	62492.11048
0.279504256	62347.19029
0.279514462	62380.73265
0.279525453	62405.24437
0.27955293	62474.90927
0.279598463	62542.85405
0.279607099	62308.9176
0.27961809	62357.94104
0.279652632	62588.00723
0.279679324	62566.50571
0.279688745	62445.23718
0.279712297	62729.91721
0.279748409	62557.9051
0.279785306	62625.41986
0.279794727	62564.7856
0.279821419	62439.6468
0.27984183	62528.23301
0.279859887	62663.69255
0.279877158	62684.334
0.279893644	62542.42402
0.279912486	62812.48304
0.279932112	62721.3166
0.27997372	62661.11238
0.279995701	62467.59876
0.280015328	62543.28409
0.28004202	62663.69255
0.280074992	62750.98869
0.280127591	62711.42592
0.280155068	62585.85709
0.280192751	62711.42592
0.280242209	62787.97132
0.280283817	63123.82493
0.280314434	62775.07041
0.280348192	62618.96942
0.28039922	62720.02653
0.280432193	62795.71186
0.280435333	62646.06131
0.280452604	62556.185
0.28047223	62625.84989
0.280505988	62713.14603
0.280553091	62718.73643
0.280573502	62835.70466
0.280597839	62545.86426
0.280645728	62790.55149
0.280712458	62723.03673
0.280761916	62921.71073
0.280785468	62658.53218
0.280811375	62537.26365
0.280830216	62664.98265
0.280871824	62771.63014
0.280882815	62898.48908
0.280904797	62535.54355
0.280926778	62667.56282
0.280962891	62718.73643
0.280996648	62695.08478
0.281002143	62688.20427
0.281014704	62527.37297
0.281061807	62622.40965
0.281077508	62602.19823
0.281126182	62769.48001
0.281141098	62572.09611
0.281186631	62500.28105
0.281219604	62721.3166
0.281254931	62747.97849
0.281289474	62870.96715
0.28129968	62608.64868
0.281320876	62811.62297
0.281355418	62777.22055
0.28138211	62711.42592
0.281415083	62834.84459
0.281430784	62615.09915
0.281466111	62732.92744
0.281495943	62760.8794
0.281530486	62638.7508
0.281554823	62471.46903
0.281572094	62486.95011
0.281616057	62752.27879
0.281633328	62661.54242
0.28166002	62706.26555
0.281672581	62577.25648
0.281680432	62475.76933
0.281694563	62596.1778
0.281711049	62636.17063
0.28172204	62635.31056
0.28173146	62456.41798
0.281760507	62488.24021
0.281798975	62615.95921
0.281822527	62581.55678
0.281833517	62735.93764
0.281835873	62420.72546
0.281893182	62774.21034
0.281918303	62644.3412
0.281950491	62672.29316
0.2820078	62551.02463
0.282039202	62495.12068
0.282069819	62803.4524
0.282084735	62640.47093
0.282108287	62666.27275
0.282111427	62595.31773
0.2821444	62627.57002
0.282165596	62648.21147
0.282182867	62596.60783
0.282198569	62565.64567
0.282206419	62463.72849
0.28222683	62627.57002
0.282256663	62568.22584
0.282277074	62822.80375
0.28228885	62547.15436
0.282324963	62571.66608
0.282343804	62634.4505
0.282379916	62627.57002
0.282395617	62745.39832
0.282420739	62575.96638
0.282447431	62964.28373
0.282475694	62749.26859
0.28250003	62980.62488
0.282514946	62707.98569
0.282534573	62631.87033
0.282567545	62732.06737
0.282587171	62682.6139
0.282595807	62732.92744
0.282609153	62696.80488
0.282653901	63098.45317
0.282679023	62870.53712
0.282692369	62717.87637
0.282708855	62669.28296
0.282760669	63102.75345
0.282794426	62876.98756
0.282806202	62702.82532
0.282817193	62703.68538
0.282865081	62778.94068
0.282878427	62881.28787
0.282890988	63005.56663
0.282912185	62789.69142
0.282931811	62772.92024
0.282965568	62858.49628
0.282978914	62841.7251
0.282997756	62917.41042
0.283017382	62760.01933
0.28306684	63137.15587
0.283095102	62907.08969
0.283125719	63197.36012
0.283150841	62868.81699
0.283185384	62895.04884
0.283237983	63023.19785
0.283263104	62910.09989
0.283289011	63031.79846
0.283307068	62839.1449
0.283372227	63238.64302
0.28341776	62969.8741
0.283427181	62906.22962
0.283442882	62898.48908
0.2834892	62785.82115
0.283543369	63080.39189
0.283566921	62929.02124
0.283585762	63082.97206
0.283599108	62849.89567
0.283646997	63317.33855
0.283668194	63065.77085
0.283680754	62895.90891
0.283691745	63026.20808
0.283723147	62801.30223
0.283763185	63155.21715
0.283782026	62921.28069
0.283801653	62918.27046
0.283806363	62820.65361
0.283858962	62889.02841
0.283883299	62970.30414
0.283901355	62935.04164
0.283924906	62787.54129
0.283965729	62917.41042
0.283990066	63036.95883
0.283999487	62961.70353
0.284022254	63167.68803
0.2840513	62879.13773
0.284099189	63252.83403
0.284126666	62957.40323
0.284145507	62976.32457
0.284158068	63028.35822
0.284206742	63030.07835
0.284237359	63187.46942
0.28425463	63013.30717
0.284287602	63158.65739
0.284307229	62939.77198
0.284352762	63424.84614
0.284390445	63123.39493
0.284412426	63001.26633
0.284436763	62903.21942
0.284494072	63109.63395
0.284545886	63124.685
0.284557662	63019.32758
0.284585924	63062.33061
0.284626747	62935.04164
0.284682486	63074.37146
0.284697401	63021.47774
0.284707607	62975.46451
0.284724094	62876.55753
0.28474215	62896.76897
0.284780617	63340.13017
0.284806524	62938.05188
0.284828506	62857.63621
0.284842637	62984.06511
0.284870899	62993.95579
0.284917217	63104.47358
0.284926638	62847.31547
0.284958825	63092.43274
0.284966676	62886.0182
0.285033405	63056.74021
0.285057742	63153.06702
0.285090715	63002.5564
0.285115836	62849.46564
0.285152734	63069.64112
0.28516294	63133.71564
0.285171576	62965.14377
0.285183351	63039.10899
0.285198267	62983.63508
0.285241445	63098.88318
0.285260287	62895.04884
0.285268137	62893.75874
0.285285408	62935.90171
0.285315241	62967.72397
0.285345073	63123.39493
0.285358419	62920.85066
0.285381186	63081.68199
0.285392961	62990.94559
0.2854487	63101.03334
0.285475392	63181.44901
0.285478532	62996.10596
0.285490308	63080.39189
0.28552014	63173.27843
0.285559393	63408.07496
0.285576664	63056.3102
0.285589225	62953.53296
0.285615132	63012.4471
0.285648104	63089.85256
0.285677152	62953.96299
0.285692853	62981.05491
0.285721114	63215.4214
0.285748592	63157.79732
0.285795695	63166.82796
0.285798835	63023.19785
0.285814536	62966.00383
0.285843584	63158.65739
0.28586635	63191.33969
0.285886762	63159.94749
0.285898537	62993.95579
0.285924444	63233.48265
0.285961342	63139.73607
0.286010015	63175.8586
0.286028072	63000.83629
0.286067324	63224.45201
0.286096372	63168.11806
0.286125418	63170.2682
0.286239252	63061.04051
0.286302841	63046.84953
0.286435515	63165.10786
0.286466918	63279.06586
0.286500675	63441.61732
0.286507741	63175.42857
0.286508526	63042.97926
0.286521872	63023.19785
0.286533648	63165.10786
0.286553274	63039.53902
0.286561124	62948.37259
0.286572115	62886.44823
0.286602732	63010.29697
0.286620789	63108.34385
0.286623929	63122.10483
0.286626284	62934.18161
0.286653761	63173.70847
0.286675743	63132.42554
0.286689089	63151.77692
0.286696939	63050.28977
0.286718921	62953.96299
0.286752678	63119.52466
0.286780155	63258.85444
0.286794286	63195.63999
0.286800567	63148.76671
0.286817053	63103.61351
0.286850025	63227.89228
0.286879857	63465.26897
0.286891633	63246.8136
0.286895558	63099.74324
0.286903409	63184.45921
0.28692382	63272.61542
0.286939521	63187.03938
0.286949727	63181.44901
0.286971709	63432.58668
0.286983485	63359.48152
0.287007036	63360.34159
0.287018027	63259.71451
0.287032943	63380.12297
0.287065915	63434.30678
0.287104383	63405.06473
0.287177394	63325.50913
0.287219001	63305.72774
0.287273955	63584.8174
0.287295152	63508.70204
0.287323414	63502.68161
0.287325769	63283.36616
0.287357171	63575.35673
0.287382293	63475.58971
0.28740349	63447.20769
0.2874082	63262.29468
0.28741605	63125.11503
0.287426256	63222.73191
0.287450593	63300.56737
0.287489061	63491.07079
0.287498482	63222.73191
0.287536164	63389.58365
0.287572277	63480.32002
0.287612314	63385.28334
0.287630371	63450.64796
0.287637436	63283.36616
0.287673549	63459.24857
0.287717512	63554.28525
0.287769326	63592.12791
0.287794447	63365.93199
0.287841551	63349.59084
0.287885514	63605.45885
0.287926337	63486.77049
0.287964019	63502.25157
0.287980505	63391.73381
0.288017403	63693.61506
0.288053516	63543.10447
0.288089628	63439.89719
0.288095909	63413.66533
0.288123386	63338.41004
0.288147723	63506.98191
0.288172844	63388.72358
0.288193256	63348.30074
0.288212097	63229.61238
0.28824507	63631.69068
0.288269406	63416.67557
0.288289818	63307.01784
0.288304734	63210.26103
0.288340846	63177.57874
0.288378529	63440.32722
0.288398156	63403.34462
0.288424847	63291.10673
0.288437408	63266.16498
0.288482157	63583.09727
0.288528475	63446.34766
0.288557522	63510.42215
0.288573223	63418.39567
0.288592064	63271.32532
0.288634457	63413.66533
0.288662719	63422.26594
0.288684701	63446.34766
0.288692551	63267.45505
0.28873259	63333.2497
0.288763992	63497.52124
0.288769487	63320.77882
0.288785188	63218.43161
0.288802459	63217.14151
0.288846422	63634.27088
0.288887245	63393.88395
0.288907657	63313.03825
0.288921003	63157.79732
0.28895162	63219.7217
0.288985377	63584.38737
0.288998723	63296.26707
0.28902306	63498.81133
0.289037976	63266.59498
0.28908665	63691.89493
0.289110201	63479.89002
0.289132183	63334.53977
0.28915809	63262.29468
0.289207548	63457.0984
0.28922796	63398.61429
0.289242876	63321.20883
0.289253082	63463.11884
0.289275063	63245.95353
0.289311961	63627.39038
0.289339438	63362.92176
0.289366129	63313.46828
0.28937241	63280.35596
0.289403812	63294.11693
0.289436785	63571.91649
0.289549833	63305.29771
0.289567104	63285.94636
0.289598506	63313.03825
0.289735106	63599.00838
0.289754732	63439.46715
0.289762583	63393.02388
0.289773574	63393.02388
0.28979477	63272.61542
0.289800266	63450.64796
0.289805761	63331.52956
0.289826957	63250.68387
0.289823817	63151.77692
0.289837948	63205.10066
0.28986935	63457.0984
0.289880341	63233.05262
0.289881126	63184.02918
0.289896827	63091.57267
0.289927444	63500.9615
0.289957277	63318.19862
0.289961987	63272.61542
0.289962772	63221.87184
0.2900138	63150.48682
0.290029502	63438.17708
0.290033427	63305.72774
0.290042848	63241.22319
0.290083671	63676.41384
0.290106437	63488.49062
0.290111148	63418.8257
0.290114288	63309.59801
0.290133914	63716.83668
0.290160606	63702.64567
0.290173167	63492.79093
0.290188083	63420.1158
0.290202999	63315.61845
0.290238327	63859.60673
0.290242252	63583.95734
0.290250888	63497.95127
0.290255598	63414.09537
0.29027758	63709.09614
0.290302701	63706.08593
0.290303487	63605.45885
0.290314477	63476.01975
0.290327038	63406.35483
0.29035059	63824.77427
0.290368646	63566.32609
0.290400048	63531.92366
0.290422815	63376.68274
0.290711715	63995.4963
0.290744688	63717.26671
0.290784726	63658.35256
0.290790221	63558.15552
0.290853025	63847.13585
0.290891493	63792.52201
0.29091269	63707.80604
0.29091583	63565.89606
0.290926036	63658.7826
0.290942522	63585.67744
0.290965289	63660.93274
0.290976279	63496.6612
0.290977064	63393.88395
0.290991196	63299.70734
0.291043009	63846.27579
0.29104929	63509.13207
0.29105871	63459.24857
0.291086187	63355.18122
0.291151347	63738.76823
0.291180394	63639.86125
0.291199235	63605.45885
0.291217292	63632.55074
0.2912589	63688.02466
0.291310713	63856.59653
0.291323274	63725.86732
0.291343686	63852.29622
0.291375873	63643.30152
0.291418266	63832.0848
0.291419051	63751.23911
0.291446528	63650.18199
0.291463799	63814.88359
0.291496771	63740.48833
0.291515613	63972.70469
0.291537595	63679.85408
0.291534454	63718.12678
0.291572137	63749.08894
0.291601184	63884.11845
0.291666343	63884.11845
0.291705597	63766.29015
0.291747989	63842.83555
0.291801373	63875.94788
0.291841411	64078.92217
0.291862607	63817.89379
0.291883804	64133.53602
0.29190343	63827.7845
0.291930907	63970.98458
0.291960739	63995.92634
0.291967805	63842.83555
0.291993712	63975.28486
0.292024329	63807.14305
0.292056516	63936.58216
0.292075358	63768.01029
0.292090274	63697.91536
0.292132667	63781.34123
0.292202537	63865.19713
0.29224493	63810.15325
0.292262986	63748.65894
0.292295958	63761.55982
0.292335211	63946.0428
0.292365828	64216.96189
0.292378389	63845.41572
0.292405081	63840.68541
0.292423922	63825.63434
0.292461605	63953.78337
0.292497718	64005.38698
0.292524409	63781.34123
0.292548746	63820.04393
0.292574653	63829.50461
0.292602915	63920.24101
0.292620187	63941.31249
0.292631962	63661.7928
0.292653159	63720.70695
0.292690841	63922.82118
0.292723029	63886.26862
0.292726954	63799.40248
0.292745796	63645.45165
0.292775627	63746.50877
0.292806245	63892.71906
0.292830582	63697.0553
0.292843927	63749.51897
0.292882395	63860.03676
0.292915368	63859.60673
0.292947555	63926.26142
0.292968751	63779.19106
0.292978172	63685.44448
0.293012714	63936.15212
0.293038621	63854.01633
0.293066883	63838.10521
0.293077874	63672.11354
0.293100641	63649.75196
0.293128903	63824.34424
0.293157165	63820.47397
0.293170511	63758.97965
0.293183072	63614.9195
0.293227035	63740.48833
0.293279633	63814.88359
0.293300045	63773.60069
0.293316531	63629.11051
0.293362064	63779.19106
0.293392682	63833.80491
0.293436645	63955.50347
0.293456271	63761.55982
0.293471972	63696.19523
0.2935073	63795.10218
0.293540272	63835.09501
0.293569319	63856.59653
0.2935756	63777.04093
0.293582665	63643.30152
0.293601506	63839.39531
0.293623488	63801.55265
0.293643114	63825.63434
0.293667451	63574.9267
0.293701994	63880.67821
0.293750667	63783.06133
0.293756948	63819.18389
0.29378678	63700.49553
0.293807191	63868.63737
0.293848014	63983.45546
0.293866855	64071.18163
0.293881772	63838.53525
0.293906108	63750.80907
0.293930445	64020.86809
0.293960277	63938.73229
0.293988539	63842.40552
0.294001885	63825.63434
0.294032502	64044.08971
0.294052913	63977.43502
0.294063904	63872.93767
0.294080391	63764.57005
0.294100017	64075.91194
0.29413299	64030.32874
0.294172242	63935.72209
0.294191084	64045.37981
0.294200504	63878.09804
0.294237402	64176.10902
0.294262523	64059.14076
0.294293141	64069.03147
0.294306487	63884.97852
0.294334749	63825.63434
0.294370861	63986.03563
0.294410899	64022.5882
0.294432881	64119.34501
0.294450937	63837.67518
0.294490975	64093.11315
0.294529443	63981.73533
0.2945632	63977.86506
0.294584397	63881.96831
0.294608733	63798.11241
0.294635425	64013.12752
0.294664472	64069.89153
0.294677818	64225.56249
0.294687239	63851.00612
0.294708435	64208.79131
0.294742193	64097.84349
0.294755539	63933.57192
0.29477124	63843.69562
0.294800287	64251.79435
0.294816773	64083.22248
0.294859951	63930.99175
0.294871727	63900.02956
0.294896064	63900.4596
0.294954158	64056.56059
0.294978495	64060.00083
0.295008327	64166.64835
0.295031094	63933.14192
0.295070346	64210.51142
0.295107244	64175.24895
0.295147282	63992.05604
0.295159058	64088.38285
0.295180254	63910.78034
0.295233638	64283.18654
0.295253264	64115.90477
0.295261115	63981.73533
0.295275246	63895.72926
0.295308218	63881.53828
0.295349041	64147.727
0.295369452	63929.70165
0.295384369	63934.43199
0.295399285	63827.7845
0.295458164	64142.56666
0.295487211	64032.90894
0.295514688	63974.42482
0.295522538	63957.22361
0.295551586	63892.71906
0.295605754	64080.64228
0.295624596	64030.32874
0.295639512	64179.11922
0.295665418	63956.36354
0.295709382	64359.73194
0.295750204	64179.11922
0.295770616	64021.29812
0.295787887	64024.30833
0.295799663	63927.55152
0.295864823	64298.23759
0.295886804	64078.49214
0.295914281	64020.86809
0.295932338	63968.40438
0.29596374	64289.63701
0.295982581	64110.7444
0.296000637	63961.52391
0.296006133	63930.13169
0.29604303	63927.12148
0.296064227	64229.43276
0.296072078	64044.08971
0.296088564	64102.57383
0.296095629	63890.99895
0.296138807	64111.60447
0.296162359	63995.92634
0.29617335	63984.3155
0.296189836	63977.00499
0.296199257	64023.8783
0.29624322	64302.10789
0.296259706	64084.94258
0.296269911	64212.23155
0.296277762	63969.26445
0.296327221	64196.32044
0.296359408	64099.13359
0.29638139	64068.60143
0.296398661	64052.69032
0.296437128	64072.90174
0.296470101	64166.21831
0.296503858	64142.56666
0.296532905	64358.87187
0.296561952	64081.93238
0.296627897	64548.08519
0.29666244	64197.1805
0.296681281	64124.93541
0.296686777	63993.34614
0.296715823	64135.68616
0.296761357	64289.20698
0.296773917	64076.34197
0.296812386	64101.28373
0.296820236	63979.15516
0.296861844	64185.9997
0.296889321	64139.98646
0.296905022	64005.38698
0.296916013	64098.70356
0.296948985	64106.87413
0.296988238	64355.43163
0.297002369	64166.21831
0.297020425	64032.04887
0.297045547	64027.74857
0.297098931	64225.99253
0.297122483	64163.20811
0.297158595	64123.64531
0.297189997	64275.87603
0.297218259	64144.28676
0.29730383	64482.72057
0.297322672	64143.85673
0.297339943	64223.41233
0.297359569	64181.69939
0.297388616	64280.17634
0.297417664	64365.32231
0.29743729	64153.74744
0.29743729	64083.22248
0.297450636	64005.38698
0.297479683	64186.42973
0.297500095	64093.97322
0.29750873	64114.18464
0.297526001	64309.41839
0.297548768	64123.21528
0.297598226	64291.35712
0.297631984	64181.26936
0.297663386	64444.01787
0.297690078	64160.62791
0.297727761	64337.37035
0.297762303	64308.55833
0.297780359	64331.34994
0.297818827	64419.50615
0.297839238	64382.09349
0.297887912	64566.5765
0.297898903	64305.54812
0.297912249	64344.25085
0.297942866	64270.28563
0.297972698	64580.33745
0.297991539	64296.08745
0.298004886	64200.62074
0.298020587	64339.52052
0.298040213	64425.95659
0.298071615	64596.24857
0.298086531	64217.82195
0.298110083	64345.97096
0.298128139	64276.30607
0.298154831	64423.37642
0.298178383	64168.36845
0.298188589	64209.65138
0.298205075	64438.8575
0.298236477	64369.62261
0.29828672	64418.21605
0.298287505	64351.56136
0.298306347	64225.99253
0.298322833	64315.00877
0.298370721	64467.66953
0.298387993	64318.87907
0.298404479	64265.5553
0.298444517	64286.62678
0.298480629	64470.67973
0.298523022	64591.51826
0.298534013	64334.79018
0.298562275	64550.66536
0.298590537	64388.97399
0.298644706	64502.50199
0.298675323	64390.6941
0.298700445	64302.53789
0.298723211	64367.47248
0.298760894	64425.95659
0.298786016	64504.22209
0.298807998	64317.15894
0.298835475	64445.30794
0.298862167	64417.78602
0.298888073	64465.08935
0.298916335	64300.81779
0.298933606	64234.1631
0.298956373	64336.51029
0.299001121	64400.15477
0.29905058	64400.5848
0.299067851	64272.86583
0.299085122	64253.94448
0.299097683	64323.60938
0.299140076	64408.32534
0.299180899	64320.59917
0.2991966	64290.92708
0.299216227	64377.79322
0.299246844	64338.66045
0.299275106	64502.50199
0.299301013	64399.72474
0.299317499	64239.32347
0.299347331	64394.5644
0.299380303	64477.1302
0.299419556	64453.04851
0.299432902	64335.22022
0.299459594	64266.41536
0.299498847	64467.66953
0.29954281	64518.4131
0.299557726	64494.76145
0.299575782	64450.89835
0.299591484	64296.94752
0.299619745	64441.00764
0.299648007	64584.20772
0.299665279	64476.70017
0.29968255	64341.24062
0.299711597	64432.83707
0.299740644	64600.9789
0.299778327	64700.74595
0.299786962	64462.07912
0.299812084	64553.24556
0.299860758	64555.82573
0.299910216	64515.83293
0.299931413	64413.05568
0.299941618	64367.04244
0.299993432	64449.60825
0.30002876	64499.06175
0.300053097	64394.5644
0.300069583	64428.10676
0.300093919	64622.48042
0.300133172	64578.18731
0.300151228	64520.56324
0.300164574	64545.93502
0.300192836	64276.30607
0.300224239	64469.38966
0.300255641	64564.85637
0.300276837	64692.57534
0.300302744	64430.68693
0.300320015	64306.40819
0.300345137	64444.87794
0.300385175	64448.31817
0.300396166	64400.5848
0.300407157	64361.88207
0.300419717	64610.43958
0.30045897	64585.92785
0.300481737	64737.72854
0.300490373	64481.00047
0.30052099	64363.17217
0.300546111	64609.57951
0.300574374	64573.88701
0.300584579	64707.62642
0.300594785	64452.61848
0.300630898	64546.36506
0.300655234	64587.64796
0.300674861	64568.29661
0.300683497	64538.62452
0.300700768	64436.70734
0.300720394	64618.61015
0.300742376	64663.33329
0.300765927	64625.92066
0.300781628	64446.16801
0.300810675	64471.96983
0.300865629	64661.61318
0.300904882	64882.64873
0.300918228	64620.33028
0.30094963	64468.09956
0.301007724	64696.44564
0.301047762	64781.16158
0.301060323	64540.77468
0.30107995	64884.36886
0.301100361	64739.87868
0.301143539	64590.22816
0.301155315	64586.78792
0.301163951	64511.53263
0.301177297	64593.66839
0.301189072	64528.30381
0.30122597	64817.71418
0.301235391	64465.94939
0.301276999	64711.06666
0.301320962	64713.21682
0.301339803	64604.41914
0.301364925	64627.21076
0.3013767	64467.23949
0.301448141	64864.15745
0.301491319	64738.58858
0.30151173	64836.63549
0.301518796	64632.80116
0.30157375	64802.23307
0.301628703	64839.21569
0.301657751	64744.60902
0.301674237	64941.56288
0.301683658	64607.8594
0.301714275	64983.70585
0.301738611	64789.76219
0.301777864	64656.02278
0.301825753	64593.23836
0.301843024	64580.76748
0.301878351	64865.87755
0.301921529	64701.60598
0.301942726	64617.75008
0.301959212	64497.34162
0.301974128	64536.04435
0.30199925	64679.24443
0.302018092	64659.89305
0.302042428	64794.49253
0.302055774	64591.51826
0.302079326	64645.27204
0.302108373	64642.2618
0.302124074	64698.59578
0.302149981	64493.47135
0.302171177	64872.75805
0.302199439	64685.26484
0.302222206	64589.36809
0.302241832	64602.269
0.302250468	64541.63472
0.302282655	64824.16462
0.302292861	64675.37416
0.302317198	64904.58028
0.302334469	64668.92369
0.302387068	64740.73875
0.302431031	64700.31591
0.302461648	64732.99821
0.302479704	64772.99101
0.302515817	64652.58254
0.302550359	64876.62832
0.30256135	64778.58141
0.302590397	65008.21757
0.302606099	64708.48649
0.302636715	64837.92559
0.302676753	64779.01145
0.3027058	64784.17181
0.302737202	64873.61809
0.302759184	64749.33935
0.302792157	64911.89079
0.302803932	64729.988
0.302838475	64840.50576
0.302862026	64721.3874
0.302887933	64765.25047
0.302936607	64937.26258
0.302950738	64786.32195
0.302971149	64963.92446
0.302998626	64680.5345
0.303088123	65116.15516
0.30312188	64877.05833
0.303142292	64748.47929
0.303162703	64904.58028
0.303201171	64727.4078
0.303240423	65015.52808
0.3032679	64689.13511
0.303284387	64768.69071
0.303302443	64764.3904
0.303321285	64840.07573
0.303339341	64744.17899
0.303360537	64614.73988
0.303381734	64664.19335
0.303414706	64729.12794
0.303457099	65034.87945
0.30346809	64742.88889
0.303493997	64782.88172
0.303511268	64672.36393
0.303557586	65141.95698
0.303575642	64891.67937
0.303605475	64788.90215
0.30361725	64797.50273
0.303649438	64798.3628
0.303695756	65120.02546
0.303714598	64818.14421
0.303720093	64737.72854
0.303728728	64718.8072
0.30374914	64850.39647
0.303777402	64959.62416
0.303801739	64709.34653
0.3038143	64650.00237
0.303832356	64606.99934
0.303862973	64822.87452
0.30388574	64662.04322
0.30389359	64643.12187
0.303897515	64576.89721
0.303914787	64636.67143
0.303953254	65016.38814
0.30396503	64714.07686
0.303968956	64647.85221
0.303979946	64545.07499
0.304018414	65021.54851
0.304043536	64818.57421
0.304052172	64745.03905
0.304060022	64614.30985
0.304085929	64784.17181
0.30410163	64870.60789
0.304111836	64748.47929
0.304131462	64668.06362
0.304138527	64615.59994
0.304189556	64820.29435
0.304212323	64687.415
0.304221744	64714.50689
0.30423509	64596.6786
0.304275912	64810.40364
0.304306529	64792.77242
0.304321446	64806.10334
0.304320661	64689.99517
0.304367764	64779.01145
0.304407017	65194.85072
0.304428213	64795.78263
0.304434494	64735.57838
0.30445412	64737.29851
0.304483167	64920.92143
0.304518495	64991.01635
0.30452556	64825.02468
0.304541261	64697.30568
0.304566383	64765.25047
0.304614272	65044.34013
0.304639394	64785.46189
0.304642533	64707.19639
0.304654309	64653.01258
0.304701413	65127.766
0.304732815	64894.68958
0.304746946	64804.81327
0.304750871	64806.9634
0.304790909	64910.17068
0.304858424	64964.78453
0.30487648	64769.12074
0.304896106	64855.12681
0.304934574	65001.33709
0.304983248	65128.19603
0.305007585	64865.87755
